[2025-05-25 20:23:27] Starter gyro-kalibrering
[2025-05-25 20:23:33] Gyro offset målt: -0.15620 grader/s
[2025-05-25 20:23:33] Gyro-offset lagret til gyro_offset.txt.
[2025-05-25 20:23:33] Starter kompass-kalibrering
[2025-05-25 20:23:33] Starter rotasjon mot venstre
[2025-05-25 20:23:38] Lest kompass X=707, Y=-541
[2025-05-25 20:23:38] Lest kompass X=717, Y=-541
[2025-05-25 20:23:38] Lest kompass X=730, Y=-513
[2025-05-25 20:23:38] Lest kompass X=722, Y=-486
[2025-05-25 20:23:38] Lest kompass X=722, Y=-470
[2025-05-25 20:23:38] Lest kompass X=662, Y=-503
[2025-05-25 20:23:38] Lest kompass X=662, Y=-488
[2025-05-25 20:23:38] Lest kompass X=672, Y=-508
[2025-05-25 20:23:38] Lest kompass X=687, Y=-493
[2025-05-25 20:23:38] Lest kompass X=667, Y=-521
[2025-05-25 20:23:38] Lest kompass X=667, Y=-508
[2025-05-25 20:23:38] Lest kompass X=687, Y=-508
